material_id,cpse_name,cpse_material_code,category,noun,modifier,description,unit_of_measure,attribute_values,technical_spec,unspsc_code,functional_equivalent_group,common_national_material_code,is_duplicate,ai_match_confidence,best_match_material_id,best_match_cpse,best_match_code,best_match_description
876,BPCL,BP000876,Electrical,SWITCH,LV,SWITCH LV HEAVY,EACH,{},,26000002,876,CNMC-000876,False,51.8,825,CCL,CC000825,SWITCH LV SPECIAL
119,SAIL,SA000119,Valves,VALVE,CHECK,"VALVE-CHECK Size:2""",NOSS,"{'Size': '2""', 'Pressure Rating': '600 PSI', 'Body Material': 'STAINLESS STEEL 316', 'End Connection': 'NORMAL', 'Temperature Rating': '5HP'}","Size: 2"" | Pressure Rating: 600 PSI | Body Material: STAINLESS STEEL 316 | End Connection: NORMAL | Temperature Rating: 5HP",40140061,119,CNMC-000119,False,68.0,97,BHEL,BH000097,"VALVE (CHECK) Size:2"""
293,HPCL,HP000293,Bearings,BEARING,BALL,"BALL TYPE BEARING Outside Diameter:3""",NOS,"{'Inside Diameter': '4""', 'Outside Diameter': '3""', 'Width': '20mm', 'Load Rating': '10HP', 'Seal Type': 'NORMAL'}","Inside Diameter: 4"" | Outside Diameter: 3"" | Width: 20mm | Load Rating: 10HP | Seal Type: NORMAL",31170062,293,CNMC-000293,False,80.0,292,IOCL,IO000292,"BEARING-BALL Outside Diameter:3"""
828,CCL,CC000828,Instruments,FLOW METER,DIGITAL,FLOW METER DIGITAL STD,EACH,{},,41000046,828,CNMC-000828,False,40.9,732,CPCL,CP000732,FLOW METER-ANALOG Process Connection:STD
30,GAIL,GA000030,Pipes & Tubes,TUBE,GALVANIZED,TUBE-GALVANIZED Wall Thickness:12mm,METER,"{'Diameter': '3""', 'Wall Thickness': '12mm', 'Length': '10FT', 'Material Grade': 'ALLOY STEEL', 'End Type': 'STD'}","Diameter: 3"" | Wall Thickness: 12mm | Length: 10FT | Material Grade: ALLOY STEEL | End Type: STD",27100037,30,CNMC-000030,False,58.4,31,HPCL,HP000031,"GALVANIZED TUBE Diameter:3"""
56,GAIL,GA000056,Pipes & Tubes,PIPE,STAINLESS STEEL,STNLSS STEEL TYPE PIPE End Type:STD,FOOTS,"{'Diameter': '10""', 'Wall Thickness': '15mm', 'Length': '20FT', 'Material Grade': 'CARBON STEEL', 'End Type': 'STD'}","Diameter: 10"" | Wall Thickness: 15mm | Length: 20FT | Material Grade: CARBON STEEL | End Type: STD",27100067,56,CNMC-000056,False,72.8,61,ONGC,ON000061,PIPE (STAINLESS STEEL) End Type:STD
421,CCL,CC000421,Pumps,PUMP,MULTISTAGE,"PUMP, MULTISTAGE Power:10HP",NOS,"{'Flow Rate': '25 M3/H', 'Head': 'STD', 'Power': '10HP', 'Speed': 'NORMAL', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 25 M3/H | Head: STD | Power: 10HP | Speed: NORMAL | Impeller Material: STAINLESS STEEL 304,40150077,420,CNMC-000420,True,84.0,452,IOCL,IO000452,"PUMP, MULTISTAGE Power:10HP"
657,IOCL,IO000657,Gaskets & Seals,SEAL,METAL JACKETED,"METAL JACKETED TYPE SEAL Inner Diameter:3""",NOS,"{'Inner Diameter': '3""', 'Outer Diameter': '1""', 'Thickness': '15mm', 'Material': 'STAINLESS STEEL 304', 'Pressure Rating': '300 PSI'}","Inner Diameter: 3"" | Outer Diameter: 1"" | Thickness: 15mm | Material: STAINLESS STEEL 304 | Pressure Rating: 300 PSI",31180047,657,CNMC-000657,True,83.6,660,HPCL,HP000660,"SEAL-METAL JACKETED Inner Diameter:3"""
840,GAIL,GA000840,Valves,VALVE,GATE,VALVE GATE SPECIAL,NOS,{},,40140061,840,CNMC-000840,False,51.7,882,BPCL,BP000882,VALVE GATE HEAVY
893,HPCL,HP000893,Valves,VALVE,BUTTERFLY,VALVE BUTTERFLY STD,NOS,{},,40140061,893,CNMC-000893,False,52.4,152,ONGC,ON000152,"VALVE (BUTTERFLY) Size:3/4"""
197,ONGC,ON000197,Valves,VALVE,CHECK,"VALVE (CHECK) Size:12""",EACH,"{'Size': '12""', 'Pressure Rating': '900 PSI', 'Body Material': 'CAST IRON', 'End Connection': 'HIGH', 'Temperature Rating': '10KW'}","Size: 12"" | Pressure Rating: 900 PSI | Body Material: CAST IRON | End Connection: HIGH | Temperature Rating: 10KW",40140061,197,CNMC-000197,False,72.7,97,BHEL,BH000097,"VALVE (CHECK) Size:2"""
371,ONGC,ON000371,Fasteners,NUT,LOCK,"NUT, LOCK Diameter:8""",NOS,"{'Diameter': '8""', 'Length': '6M', 'Thread Pitch': 'HEAVY', 'Material Grade': 'STAINLESS STEEL 316', 'Finish': 'LIGHT'}","Diameter: 8"" | Length: 6M | Thread Pitch: HEAVY | Material Grade: STAINLESS STEEL 316 | Finish: LIGHT",31160062,371,CNMC-000371,False,65.7,370,GAIL,GA000370,NUT-LOCK Length:6M
82,NTPC,NT000082,Pipes & Tubes,TUBE,CARBON STEEL,TUBE CARBON STEEL TYPE Length:3M,FOOT,"{'Diameter': '8""', 'Wall Thickness': '5mm', 'Length': '3M', 'Material Grade': 'BRONZE', 'End Type': 'HIGH'}","Diameter: 8"" | Wall Thickness: 5mm | Length: 3M | Material Grade: BRONZE | End Type: HIGH",27100037,82,CNMC-000082,False,71.1,81,GAIL,GA000081,tube carbon steel type wall thickness:5mm
333,CPCL,CP000333,Fasteners,NUT,LOCK,NUT (LOCK) Thread Pitch:NORMAL,KG,"{'Diameter': '10""', 'Length': '6M', 'Thread Pitch': 'NORMAL', 'Material Grade': 'STAINLESS STEEL 316', 'Finish': 'HIGH'}","Diameter: 10"" | Length: 6M | Thread Pitch: NORMAL | Material Grade: STAINLESS STEEL 316 | Finish: HIGH",31160062,333,CNMC-000333,False,55.3,332,IOCL,IO000332,NUT-LOCK Finish:HIGH
378,ONGC,ON000378,Fasteners,WASHER,HEX HEAD,WASHER HEX HEAD TYPE Thread Pitch:HEAVY,KG,"{'Diameter': '10""', 'Length': '3M', 'Thread Pitch': 'HEAVY', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'NORMAL'}","Diameter: 10"" | Length: 3M | Thread Pitch: HEAVY | Material Grade: STAINLESS STEEL 304 | Finish: NORMAL",31160015,378,CNMC-000378,False,66.6,376,NTPC,NT000376,WASHER-HEX HEAD Length:3M
823,CCL,CC000823,Pipes & Tubes,TUBE,CARBON STEEL,TUBE CARBON STEEL CUSTOM,METER,{},,27100037,823,CNMC-000823,False,55.2,801,SAIL,SA000801,TUBE CARBON STEEL SPECIAL
332,IOCL,IO000332,Fasteners,NUT,LOCK,NUT-LOCK Finish:HIGH,KG,"{'Diameter': '10""', 'Length': '6M', 'Thread Pitch': 'NORMAL', 'Material Grade': 'STAINLESS STEEL 316', 'Finish': 'HIGH'}","Diameter: 10"" | Length: 6M | Thread Pitch: NORMAL | Material Grade: STAINLESS STEEL 316 | Finish: HIGH",31160062,328,CNMC-000328,True,100.0,328,ONGC,ON000328,"nut, lock finish:high"
789,NTPC,NT000789,Pumps,PUMP,MULTISTAGE,PUMP MULTISTAGE SPECIAL,NOS,{},,40150077,789,CNMC-000789,True,80.0,891,HPCL,HP000891,PUMP MULTISTAGE SPECIAL
548,CPCL,CP000548,Electrical,SWITCH,CONTROL,SWITCH CONTROL TYPE Voltage:33KV,EACHS,"{'Voltage': '33KV', 'Current Rating': '15HP', 'Power Rating': '50KW', 'Conductor Material': 'STAINLESS STEEL 316', 'Insulation Type': 'HEAVY'}",Voltage: 33KV | Current Rating: 15HP | Power Rating: 50KW | Conductor Material: STAINLESS STEEL 316 | Insulation Type: HEAVY,26000002,548,CNMC-000548,True,100.0,552,HPCL,HP000552,SWITCH CONTROL TYPE Voltage:33KV
650,NTPC,NT000650,Gaskets & Seals,O-RING,RUBBER,"O-RING (RUBBER) Inner Diameter:4""",NOS,"{'Inner Diameter': '4""', 'Outer Diameter': '3/4""', 'Thickness': '12mm', 'Material': 'CAST IRON', 'Pressure Rating': '300 PSI'}","Inner Diameter: 4"" | Outer Diameter: 3/4"" | Thickness: 12mm | Material: CAST IRON | Pressure Rating: 300 PSI",31180009,648,CNMC-000648,True,86.7,648,BPCL,BP000648,"RUBBER O-RING Inner Diameter:4"""
427,NTPC,NT000427,Pumps,PUMP,POSITIVE DISPLACEMENT,"PUMP, POSITIVE DISPLACEMENT Head:NORMAL",NOSS,"{'Flow Rate': '50 M3/H', 'Head': 'NORMAL', 'Power': '100HP', 'Speed': 'STD', 'Impeller Material': 'CARBON STEEL'}",Flow Rate: 50 M3/H | Head: NORMAL | Power: 100HP | Speed: STD | Impeller Material: CARBON STEEL,40150077,427,CNMC-000427,False,68.0,486,IOCL,IO000486,"PUMP, POSITIVE DISPLACEMENT Head:NORMAL"
267,GAIL,GA000267,Bearings,BEARING,SPHERICAL,spherical type bearing seal type:light,NOS,"{'Inside Diameter': '3""', 'Outside Diameter': '8""', 'Width': '12mm', 'Load Rating': '15HP', 'Seal Type': 'LIGHT'}","Inside Diameter: 3"" | Outside Diameter: 8"" | Width: 12mm | Load Rating: 15HP | Seal Type: LIGHT",31170062,267,CNMC-000267,False,64.0,246,BPCL,BP000246,ball type bearing seal type:light
732,CPCL,CP000732,Instruments,FLOW METER,ANALOG,FLOW METER-ANALOG Process Connection:STD,EACH,"{'Range': '0-100 BAR', 'Accuracy': 'HEAVY', 'Output Signal': 'LIGHT', 'Process Connection': 'STD', 'Housing Material': 'STAINLESS STEEL 304'}",Range: 0-100 BAR | Accuracy: HEAVY | Output Signal: LIGHT | Process Connection: STD | Housing Material: STAINLESS STEEL 304,41000046,732,CNMC-000732,True,88.8,736,ONGC,ON000736,FLOW METER ANALOG TYPE Process Connection:STD
360,IOCL,IO000360,Fasteners,STUD,FLANGE,STUD (FLANGE) Thread Pitch:STD,KGS,"{'Diameter': '1/2""', 'Length': '10FT', 'Thread Pitch': 'STD', 'Material Grade': 'ALLOY STEEL', 'Finish': 'HIGH'}","Diameter: 1/2"" | Length: 10FT | Thread Pitch: STD | Material Grade: ALLOY STEEL | Finish: HIGH",31160032,360,CNMC-000360,True,86.6,363,CCL,CC000363,FLANGE STUD Thread Pitch:STD
879,BPCL,BP000879,Pumps,PUMP,SUBMERSIBLE,PUMP SUBMERSIBLE SPECIAL,EACH,{},,40150077,771,CNMC-000771,True,80.0,771,ONGC,ON000771,PUMP SUBMERSIBLE SPECIAL
778,ONGC,ON000778,Instruments,TEMPERATURE TRANSMITTER,ELECTRONIC,TEMPERATURE TRANSMITTER ELECTRONIC SPECIAL,NOS,{},,41000059,778,CNMC-000778,False,51.3,708,BHEL,BH000708,TEMPERATURE TRANSMITTER-ELECTRONIC Accuracy:NORMAL
800,SAIL,SA000800,Gaskets & Seals,SEAL,METAL JACKETED,SEAL METAL JACKETED STD,EACH,{},,31180047,800,CNMC-000800,False,52.6,660,HPCL,HP000660,"SEAL-METAL JACKETED Inner Diameter:3"""
397,IOCL,IO000397,Fasteners,BOLT,HEX HEAD,BOLT HEX HEAD TYPE Material Grade:BRONZE,KG,"{'Diameter': '1""', 'Length': '20FT', 'Thread Pitch': 'LIGHT', 'Material Grade': 'BRONZE', 'Finish': 'STD'}","Diameter: 1"" | Length: 20FT | Thread Pitch: LIGHT | Material Grade: BRONZE | Finish: STD",31160064,397,CNMC-000397,True,100.0,400,BPCL,BP000400,BOLT HEX HEAD TYPE Material Grade:BRONZE
530,CPCL,CP000530,Electrical,TRANSFORMER,INSTRUMENTATION,TRANSFORMER INSTRUMENTATION TYPE Power Rating:20HP,EACH,"{'Voltage': '230V', 'Current Rating': '5KW', 'Power Rating': '20HP', 'Conductor Material': 'ALLOY STEEL', 'Insulation Type': 'STD'}",Voltage: 230V | Current Rating: 5KW | Power Rating: 20HP | Conductor Material: ALLOY STEEL | Insulation Type: STD,26000051,530,CNMC-000530,True,88.8,531,BHEL,BH000531,TRANSFORMER (INSTRUMENTATION) Power Rating:20HP
839,GAIL,GA000839,Gaskets & Seals,GASKET,METAL JACKETED,GASKET METAL JACKETED HEAVY,NOS,{},,31180096,839,CNMC-000839,False,55.4,607,IOCL,IO000607,"GASKET (METAL JACKETED) Inner Diameter:3/4"""
417,BPCL,BP000417,Pumps,PUMP,MULTISTAGE,PUMP (MULTISTAGE) Head:STD,EACH,"{'Flow Rate': '25 M3/H', 'Head': 'STD', 'Power': '10HP', 'Speed': 'NORMAL', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 25 M3/H | Head: STD | Power: 10HP | Speed: NORMAL | Impeller Material: STAINLESS STEEL 304,40150077,417,CNMC-000417,True,84.9,418,HPCL,HP000418,PUMP MULTISTAGE TYPE Head:STD
555,ONGC,ON000555,Electrical,MOTOR,LV,"MOTOR, LV Power Rating:15HP",METER,"{'Voltage': '3.3KV', 'Current Rating': '50HP', 'Power Rating': '15HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'HIGH'}",Voltage: 3.3KV | Current Rating: 50HP | Power Rating: 15HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: HIGH,26000034,555,CNMC-000555,True,100.0,556,BHEL,BH000556,"MOTOR, LV Power Rating:15HP"
303,HPCL,HP000303,Bearings,BEARING,BALL,BEARING (BALL) Seal Type:HIGH,NOS,"{'Inside Diameter': '1""', 'Outside Diameter': '3/4""', 'Width': '2mm', 'Load Rating': '15HP', 'Seal Type': 'HIGH'}","Inside Diameter: 1"" | Outside Diameter: 3/4"" | Width: 2mm | Load Rating: 15HP | Seal Type: HIGH",31170062,303,CNMC-000303,True,87.8,305,CCL,CC000305,BEARING BALL TYPE Seal Type:HIGH
479,ONGC,ON000479,Pumps,PUMP,SUBMERSIBLE,SUBMERSIBLE PUMP Impeller Material:STAINLESS STEEL 304,EACH,"{'Flow Rate': '25 M3/H', 'Head': 'LIGHT', 'Power': '25HP', 'Speed': 'LIGHT', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 25 M3/H | Head: LIGHT | Power: 25HP | Speed: LIGHT | Impeller Material: STAINLESS STEEL 304,40150077,478,CNMC-000478,True,92.2,478,IOCL,IO000478,SUBMERSIBLE TYPE PUMP Impeller Material:STAINLESS STEEL 304
295,BHEL,BH000295,Bearings,BEARING,BALL,BALL TYPE BEARING Load Rating:10HP,NOS,"{'Inside Diameter': '4""', 'Outside Diameter': '3""', 'Width': '20mm', 'Load Rating': '10HP', 'Seal Type': 'NORMAL'}","Inside Diameter: 4"" | Outside Diameter: 3"" | Width: 20mm | Load Rating: 10HP | Seal Type: NORMAL",31170062,294,CNMC-000294,True,90.6,294,ONGC,ON000294,BALL BEARING Load Rating:10HP
8,IOCL,IO000008,Pipes & Tubes,TUBING,CARBON STEEL,"CARBON STEEL TUBING Diameter:1/2""",METER,"{'Diameter': '1/2""', 'Wall Thickness': '8mm', 'Length': '6M', 'Material Grade': 'ALLOY STEEL', 'End Type': 'HEAVY'}","Diameter: 1/2"" | Wall Thickness: 8mm | Length: 6M | Material Grade: ALLOY STEEL | End Type: HEAVY",27100056,7,CNMC-000007,True,82.2,7,GAIL,GA000007,"TUBING (CARBON STEEL) Diameter:1/2"""
240,ONGC,ON000240,Bearings,BEARING,ROLLER,"bearing (roller) inside diameter:2""",EACHS,"{'Inside Diameter': '2""', 'Outside Diameter': '6""', 'Width': '15mm', 'Load Rating': '10HP', 'Seal Type': 'LIGHT'}","Inside Diameter: 2"" | Outside Diameter: 6"" | Width: 15mm | Load Rating: 10HP | Seal Type: LIGHT",31170062,240,CNMC-000240,False,62.9,241,NTPC,NT000241,BEARING-ROLLER Load Rating:10HP
156,HPCL,HP000156,Valves,VALVE,GLOBE,valve globe type pressure rating:300 psi,EACH,"{'Size': '3/4""', 'Pressure Rating': '300 PSI', 'Body Material': 'ALLOY STEEL', 'End Connection': 'STD', 'Temperature Rating': '5KW'}","Size: 3/4"" | Pressure Rating: 300 PSI | Body Material: ALLOY STEEL | End Connection: STD | Temperature Rating: 5KW",40140061,156,CNMC-000156,True,89.1,157,SAIL,SA000157,VALVE-GLOBE Pressure Rating:300 PSI
786,NTPC,NT000786,Bearings,BEARING,BALL,BEARING BALL STD,EACH,{},,31170062,786,CNMC-000786,True,80.0,808,BHEL,BH000808,BEARING BALL STD
433,SAIL,SA000433,Pumps,PUMP,CENTRIFUGAL,"PUMP, CENTRIFUGAL Power:50HP",NOSS,"{'Flow Rate': '200 M3/H', 'Head': 'LIGHT', 'Power': '50HP', 'Speed': 'NORMAL', 'Impeller Material': 'CAST IRON'}",Flow Rate: 200 M3/H | Head: LIGHT | Power: 50HP | Speed: NORMAL | Impeller Material: CAST IRON,40150077,433,CNMC-000433,False,61.3,432,CPCL,CP000432,PUMP CENTRIFUGAL TYPE Flow Rate:200 M3/H
102,HPCL,HP000102,Valves,VALVE,PRESSURE RELIEF,VALVE-PRESSURE RELIEF Body Material:CARBON STEEL,NOSS,"{'Size': '3""', 'Pressure Rating': '150 PSI', 'Body Material': 'CARBON STEEL', 'End Connection': 'HIGH', 'Temperature Rating': '50HP'}","Size: 3"" | Pressure Rating: 150 PSI | Body Material: CARBON STEEL | End Connection: HIGH | Temperature Rating: 50HP",40140061,102,CNMC-000102,True,82.9,103,BPCL,BP000103,VALVE PRESSURE RELIEF TYPE Body Material:CARBON STEL
200,IOCL,IO000200,Valves,VALVE,CHECK,VALVE-CHECK End Connection:HIGH,EACH,"{'Size': '12""', 'Pressure Rating': '900 PSI', 'Body Material': 'CAST IRON', 'End Connection': 'HIGH', 'Temperature Rating': '10KW'}","Size: 12"" | Pressure Rating: 900 PSI | Body Material: CAST IRON | End Connection: HIGH | Temperature Rating: 10KW",40140061,200,CNMC-000200,False,59.4,197,ONGC,ON000197,"VALVE (CHECK) Size:12"""
736,ONGC,ON000736,Instruments,FLOW METER,ANALOG,FLOW METER ANALOG TYPE Process Connection:STD,EACH,"{'Range': '0-100 BAR', 'Accuracy': 'HEAVY', 'Output Signal': 'LIGHT', 'Process Connection': 'STD', 'Housing Material': 'STAINLESS STEEL 304'}",Range: 0-100 BAR | Accuracy: HEAVY | Output Signal: LIGHT | Process Connection: STD | Housing Material: STAINLESS STEEL 304,41000046,732,CNMC-000732,True,88.8,732,CPCL,CP000732,FLOW METER-ANALOG Process Connection:STD
351,IOCL,IO000351,Fasteners,STUD,HEX HEAD,"HEX HEAD TYPE STUD Diameter:1""",KG,"{'Diameter': '1""', 'Length': '20FT', 'Thread Pitch': 'NORMAL', 'Material Grade': 'BRONZE', 'Finish': 'STD'}","Diameter: 1"" | Length: 20FT | Thread Pitch: NORMAL | Material Grade: BRONZE | Finish: STD",31160032,351,CNMC-000351,False,71.5,350,GAIL,GA000350,HEX HEAD TYPE STUD Material Grade:BRONZE
697,BHEL,BH000697,Instruments,PRESSURE GAUGE,SMART,pressure gauge smart type housing material:stainless stel 316,EACH,"{'Range': '0-40 BAR', 'Accuracy': 'STD', 'Output Signal': 'LIGHT', 'Process Connection': 'HIGH', 'Housing Material': 'STAINLESS STEEL 316'}",Range: 0-40 BAR | Accuracy: STD | Output Signal: LIGHT | Process Connection: HIGH | Housing Material: STAINLESS STEEL 316,41000061,697,CNMC-000697,False,64.6,698,CCL,CC000698,PRESSURE GAUGE SMART TYPE Accuracy:STD
383,NTPC,NT000383,Fasteners,NUT,HEX HEAD,HEX HEAD NUT Material Grade:CARBON STEEL,KG,"{'Diameter': '10""', 'Length': '3M', 'Thread Pitch': 'LIGHT', 'Material Grade': 'CARBON STEEL', 'Finish': 'STD'}","Diameter: 10"" | Length: 3M | Thread Pitch: LIGHT | Material Grade: CARBON STEEL | Finish: STD",31160062,380,CNMC-000380,True,93.4,380,SAIL,SA000380,HEX HEAD TYPE NUT Material Grade:CARBON STEEL
571,ONGC,ON000571,Electrical,CIRCUIT BREAKER,INSTRUMENTATION,"circuit breaker, instrumentation conductor material:carbon stel",METER,"{'Voltage': '230V', 'Current Rating': '50KW', 'Power Rating': '10HP', 'Conductor Material': 'CARBON STEEL', 'Insulation Type': 'HEAVY'}",Voltage: 230V | Current Rating: 50KW | Power Rating: 10HP | Conductor Material: CARBON STEEL | Insulation Type: HEAVY,26000027,571,CNMC-000571,True,83.4,573,BHEL,BH000573,INSTRUMENTATION CIRCUIT BREAKER Conductor Material:CARBON STEEL
363,CCL,CC000363,Fasteners,STUD,FLANGE,FLANGE STUD Thread Pitch:STD,NOS,"{'Diameter': '1/2""', 'Length': '10FT', 'Thread Pitch': 'STD', 'Material Grade': 'ALLOY STEEL', 'Finish': 'HIGH'}","Diameter: 1/2"" | Length: 10FT | Thread Pitch: STD | Material Grade: ALLOY STEEL | Finish: HIGH",31160032,360,CNMC-000360,True,86.6,360,IOCL,IO000360,STUD (FLANGE) Thread Pitch:STD
791,NTPC,NT000791,Electrical,CABLE,CONTROL,CABLE CONTROL SPECIAL,EACH,{},,26000075,791,CNMC-000791,False,50.3,898,HPCL,HP000898,CABLE CONTROL CUSTOM
322,NTPC,NT000322,Fasteners,NUT,HEX HEAD,NUT-HEX HEAD Thread Pitch:NORMAL,NOS,"{'Diameter': '8""', 'Length': '20FT', 'Thread Pitch': 'NORMAL', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'LIGHT'}","Diameter: 8"" | Length: 20FT | Thread Pitch: NORMAL | Material Grade: STAINLESS STEEL 304 | Finish: LIGHT",31160062,322,CNMC-000322,True,86.7,325,IOCL,IO000325,HEX HEAD TYPE NUT Thread Pitch:NORMAL
3,HPCL,HP000003,Pipes & Tubes,PIPE,CARBON STEEL,PIPE CARBON STEEL TYPE Length:3M,METER,"{'Diameter': '8""', 'Wall Thickness': '10mm', 'Length': '3M', 'Material Grade': 'STAINLESS STEEL 304', 'End Type': 'LIGHT'}","Diameter: 8"" | Wall Thickness: 10mm | Length: 3M | Material Grade: STAINLESS STEEL 304 | End Type: LIGHT",27100067,2,CNMC-000002,True,88.1,2,GAIL,GA000002,PIPE-CARBON STEEL Length:3M
888,HPCL,HP000888,Fasteners,STUD,SOCKET HEAD,STUD SOCKET HEAD STD,KG,{},,31160032,888,CNMC-000888,False,63.1,890,HPCL,HP000890,STUD SOCKET HEAD SPECIAL
513,CPCL,CP000513,Electrical,TRANSFORMER,HV,TRANSFORMER (HV) Insulation Type:HEAVY,EACH,"{'Voltage': '415V', 'Current Rating': '20HP', 'Power Rating': '5HP', 'Conductor Material': 'BRONZE', 'Insulation Type': 'HEAVY'}",Voltage: 415V | Current Rating: 20HP | Power Rating: 5HP | Conductor Material: BRONZE | Insulation Type: HEAVY,26000051,513,CNMC-000513,False,67.1,514,GAIL,GA000514,TRANSFORMER HV TYPE Power Rating:5HP
266,BHEL,BH000266,Bearings,BEARING,SPHERICAL,BEARING-SPHERICAL Load Rating:15HP,EACH,"{'Inside Diameter': '3""', 'Outside Diameter': '8""', 'Width': '12mm', 'Load Rating': '15HP', 'Seal Type': 'LIGHT'}","Inside Diameter: 3"" | Outside Diameter: 8"" | Width: 12mm | Load Rating: 15HP | Seal Type: LIGHT",31170062,266,CNMC-000266,False,65.2,302,ONGC,ON000302,SPHERICAL BEARING Load Rating:15HP
639,GAIL,GA000639,Gaskets & Seals,SEAL,PTFE,PTFE TYPE SEAL Material:STAINLESS STEEL 316,EACH,"{'Inner Diameter': '2""', 'Outer Diameter': '10""', 'Thickness': '2mm', 'Material': 'STAINLESS STEEL 316', 'Pressure Rating': '300 PSI'}","Inner Diameter: 2"" | Outer Diameter: 10"" | Thickness: 2mm | Material: STAINLESS STEEL 316 | Pressure Rating: 300 PSI",31180047,639,CNMC-000639,False,67.3,635,HPCL,HP000635,"SEAL, PTFE Material:STNLSS STEL 316"
159,GAIL,GA000159,Valves,VALVE,GLOBE,GLOBE VALVE Pressure Rating:300 PSI,NOS,"{'Size': '3/4""', 'Pressure Rating': '300 PSI', 'Body Material': 'ALLOY STEEL', 'End Connection': 'STD', 'Temperature Rating': '5KW'}","Size: 3/4"" | Pressure Rating: 300 PSI | Body Material: ALLOY STEEL | End Connection: STD | Temperature Rating: 5KW",40140061,156,CNMC-000156,True,90.1,157,SAIL,SA000157,VALVE-GLOBE Pressure Rating:300 PSI
523,NTPC,NT000523,Electrical,CABLE,CONTROL,CABLE (CONTROL) Power Rating:50HP,METER,"{'Voltage': '11KV', 'Current Rating': '5KW', 'Power Rating': '50HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'NORMAL'}",Voltage: 11KV | Current Rating: 5KW | Power Rating: 50HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: NORMAL,26000075,521,CNMC-000521,True,84.5,521,HPCL,HP000521,CONTROL TYPE CABLE Power Rating:50HP
838,GAIL,GA000838,Gaskets & Seals,O-RING,PTFE,O-RING PTFE SPECIAL,EACH,{},,31180009,838,CNMC-000838,False,56.9,803,SAIL,SA000803,O-RING PTFE STD
569,CCL,CC000569,Electrical,CIRCUIT BREAKER,INSTRUMENTATION,CIRCUIT BREAKER (INSTRUMENTATION) Power Rating:5HP,EACH,"{'Voltage': '11KV', 'Current Rating': '50KW', 'Power Rating': '5HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'LIGHT'}",Voltage: 11KV | Current Rating: 50KW | Power Rating: 5HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: LIGHT,26000027,569,CNMC-000569,False,68.6,567,CPCL,CP000567,CIRCUIT BREAKER INSTRUMENTATION TYPE Current Rating:50KW
335,HPCL,HP000335,Fasteners,BOLT,HEX HEAD,BOLT HEX HEAD TYPE Length:6M,KG,"{'Diameter': '3/4""', 'Length': '6M', 'Thread Pitch': 'STD', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'HIGH'}","Diameter: 3/4"" | Length: 6M | Thread Pitch: STD | Material Grade: STAINLESS STEEL 304 | Finish: HIGH",31160064,334,CNMC-000334,True,100.0,339,CPCL,CP000339,BOLT HEX HEAD TYPE Length:6M
900,HPCL,HP000900,Pumps,PUMP,CENTRIFUGAL,PUMP CENTRIFUGAL STD,EACH,{},,40150077,878,CNMC-000878,True,80.0,878,BPCL,BP000878,PUMP CENTRIFUGAL STD
526,NTPC,NT000526,Electrical,CABLE,LV,LV CABLE Insulation Type:HEAVY,EACH,"{'Voltage': '33KV', 'Current Rating': '25HP', 'Power Rating': '10KW', 'Conductor Material': 'BRONZE', 'Insulation Type': 'HEAVY'}",Voltage: 33KV | Current Rating: 25HP | Power Rating: 10KW | Conductor Material: BRONZE | Insulation Type: HEAVY,26000075,526,CNMC-000526,False,56.3,524,GAIL,GA000524,CABLE LV TYPE Voltage:33KV
440,ONGC,ON000440,Pumps,PUMP,POSITIVE DISPLACEMENT,pump (positive displacement) flow rate:100 m3/h,NOSS,"{'Flow Rate': '100 M3/H', 'Head': 'HIGH', 'Power': '100HP', 'Speed': 'NORMAL', 'Impeller Material': 'BRONZE'}",Flow Rate: 100 M3/H | Head: HIGH | Power: 100HP | Speed: NORMAL | Impeller Material: BRONZE,40150077,440,CNMC-000440,True,100.0,441,BHEL,BH000441,"PUMP, POSITIVE DISPLACEMENT Flow Rate:100 M3/H"
528,GAIL,GA000528,Electrical,TRANSFORMER,INSTRUMENTATION,TRANSFORMER (INSTRUMENTATION) Insulation Type:STD,EACH,"{'Voltage': '230V', 'Current Rating': '5KW', 'Power Rating': '20HP', 'Conductor Material': 'ALLOY STEEL', 'Insulation Type': 'STD'}",Voltage: 230V | Current Rating: 5KW | Power Rating: 20HP | Conductor Material: ALLOY STEEL | Insulation Type: STD,26000051,528,CNMC-000528,True,100.0,532,HPCL,HP000532,transformer-instrumentation insulation type:std
